252,250,253,255,254,254,255,255,252,251,253,255,254,255,255,255
253,253,253,251,254,253,254,254,254,253,255,253,254,253,254,253
254,254,251,254,250,253,253,252,254,254,254,254,254,254,254,254
252,253,255,254,253,254,252,254,254,254,252,253,254,254,254,254
255,254,252,252,249,254,255,255,254,252,252,254,253,254,254,254
252,254,253,253,243,143,254,253,255,254,255,254,254,255,254,254
253,255,253,252,168,122,254,252,170,183,250,198,208,252,254,252
255,253,252,255,208,127,250,254,73,179,238,105,197,255,251,253
253,251,253,253,200,100,248,202,0,138,229,91,244,252,255,255
252,254,252,253,174,48,162,113,102,173,185,112,254,253,251,251
252,252,253,252,240,36,42,178,186,95,71,202,254,254,253,254
254,254,253,251,252,216,220,254,193,69,189,254,253,254,253,252
255,254,255,253,253,251,255,254,254,254,255,254,255,254,255,254
254,254,254,254,253,254,254,255,253,253,253,255,255,255,255,255
254,254,255,255,254,253,254,254,254,255,254,255,254,255,255,255
255,255,255,254,255,255,254,254,255,255,253,255,255,255,254,253
