251,252,251,255,253,254,254,255,252,250,252,255,255,253,255,255
253,255,255,255,255,253,255,254,252,254,252,253,252,254,254,254
254,251,251,253,254,255,254,251,254,253,254,251,252,253,253,255
253,252,253,253,252,253,252,255,254,254,255,254,254,253,254,254
255,253,254,252,236,196,253,254,251,195,59,172,253,254,254,254
254,252,250,253,205,87,236,254,242,115,76,229,252,254,255,253
253,253,254,252,231,128,140,234,228,87,156,252,251,255,253,254
254,253,253,253,252,245,203,70,112,132,237,253,252,253,252,253
250,251,253,255,254,252,253,62,25,39,177,249,254,253,253,254
254,253,252,254,250,221,115,17,177,89,16,133,253,253,254,253
252,255,253,249,252,160,52,189,254,235,141,20,128,252,252,252
254,253,253,253,241,138,156,249,254,254,251,239,253,252,252,253
255,253,253,255,249,254,254,252,254,251,251,252,254,252,253,253
253,253,254,254,253,254,252,253,252,253,253,255,254,255,255,255
253,254,254,253,255,255,253,253,254,253,254,254,254,255,255,255
255,254,254,254,255,255,253,252,255,255,255,255,255,255,254,254
