250,252,254,253,255,253,255,255,250,250,254,254,255,255,255,255
253,253,252,255,252,254,255,252,252,252,255,254,254,253,255,254
255,253,253,254,254,253,251,252,251,253,255,250,253,253,253,255
255,255,253,252,255,252,253,253,252,255,252,253,253,254,254,253
253,250,255,251,250,254,252,254,250,201,180,247,252,255,254,255
253,254,253,244,248,251,160,158,255,176,112,232,255,254,254,254
255,253,254,128,151,253,167,110,254,209,105,221,252,254,254,254
255,255,252,197,87,251,167,47,153,241,101,206,251,254,252,254
251,251,253,253,36,202,105,173,60,241,114,178,254,254,255,255
253,254,255,254,52,86,111,175,74,144,63,127,250,254,254,253
254,253,253,254,220,120,136,128,113,3,36,207,254,255,253,255
254,253,253,252,240,134,84,136,250,204,199,244,254,255,253,255
254,253,253,250,252,254,253,253,253,254,252,253,250,253,253,254
253,254,254,254,253,253,254,254,255,254,255,255,254,254,253,254
254,254,254,253,254,254,255,254,255,254,253,255,254,254,254,255
255,254,253,254,254,255,254,253,255,255,255,254,255,254,254,254
