255,254,254,255,255,254,255,255,255,255,255,253,255,255,254,254
254,255,255,255,254,255,255,253,255,252,255,255,255,254,255,255
252,255,255,253,1,3,252,255,252,255,253,0,3,252,255,251
255,255,254,255,255,0,255,254,255,253,253,0,255,255,253,255
255,251,255,253,254,1,255,255,255,252,255,0,255,255,253,252
255,255,253,255,253,255,0,254,254,255,3,0,255,255,255,255
255,252,255,255,255,252,0,3,255,255,0,255,255,255,254,253
255,255,254,255,254,254,255,0,2,253,1,255,251,255,255,254
254,255,254,253,255,255,249,255,1,255,0,255,255,252,255,255
254,252,255,255,253,255,255,255,255,0,253,254,255,252,255,254
255,255,254,251,255,253,254,254,0,2,255,251,254,254,253,255
253,255,255,254,255,254,255,0,3,249,255,255,254,255,255,254
255,254,252,2,0,2,0,0,254,255,254,254,250,252,255,253
255,255,255,254,255,255,253,255,253,255,255,255,255,255,249,255
255,255,253,255,252,255,255,255,255,253,255,253,255,255,255,251
254,255,252,255,254,255,255,255,253,255,254,255,253,254,255,255
