251,250,253,254,255,255,255,255,251,253,255,255,255,254,254,255
252,253,254,255,250,252,250,253,252,255,253,252,251,255,253,253
254,252,250,254,253,253,254,250,253,250,253,255,254,253,254,254
254,252,253,251,255,252,252,252,253,253,254,252,252,254,253,253
250,255,254,254,178,133,252,250,248,254,253,254,253,253,253,254
253,253,252,254,141,138,254,192,94,253,247,222,254,252,254,255
252,255,253,252,98,180,255,147,132,253,187,85,253,252,252,254
253,253,252,250,38,179,161,47,120,247,131,149,254,254,253,255
253,250,254,253,153,111,108,196,60,246,99,205,252,253,254,255
252,254,252,253,141,126,116,166,95,235,101,210,254,253,254,255
255,251,251,251,69,31,98,133,19,83,89,225,251,252,254,255
253,253,253,253,234,196,210,249,120,104,189,245,254,253,253,254
254,252,252,254,249,253,254,254,254,255,252,254,252,254,253,255
255,255,255,255,255,254,254,254,253,254,253,254,255,255,255,255
255,255,254,255,254,255,253,254,254,254,255,254,253,254,255,255
255,255,255,254,254,253,254,254,255,255,254,253,253,253,255,254
