255,251,255,255,253,254,255,255,255,255,254,255,255,254,255,253
255,255,254,254,255,254,251,255,255,253,255,255,254,255,255,255
255,255,254,255,251,255,254,255,255,254,254,254,254,255,255,255
255,255,253,255,255,246,255,254,255,254,255,255,255,255,253,255
253,255,254,254,255,255,255,255,255,255,252,255,251,255,253,255
255,253,255,255,251,1,0,254,255,255,255,255,255,253,255,253
255,255,253,254,255,253,255,2,0,0,0,0,2,2,254,255
254,255,255,255,255,253,255,254,255,255,254,255,0,1,254,255
252,255,255,255,252,255,255,254,254,255,0,3,253,255,253,255
255,252,251,255,255,253,255,252,255,0,2,253,254,255,254,255
254,255,255,255,253,255,255,255,0,255,255,255,254,254,253,255
253,255,254,253,255,251,254,3,1,0,0,2,4,0,1,254
255,254,255,254,253,255,0,0,1,255,255,254,250,255,255,255
254,253,254,255,254,255,255,254,255,253,250,255,255,255,254,253
255,255,253,252,255,251,255,252,254,255,255,249,255,255,255,255
254,254,255,253,253,255,250,255,254,255,252,255,255,253,255,251
