255,254,255,255,255,255,255,255,255,254,255,255,254,254,255,254
255,255,255,253,254,255,251,255,255,252,255,254,255,255,255,255
253,255,253,255,255,250,255,252,255,255,253,252,255,255,252,255
255,255,255,253,252,255,251,255,253,254,255,255,254,253,255,255
252,255,255,252,255,255,253,255,255,251,255,255,254,254,255,254
255,252,1,255,255,249,253,255,0,255,250,255,255,0,254,253
251,255,0,3,253,255,255,253,0,255,255,255,255,0,255,255
255,255,252,1,254,255,253,0,0,0,255,253,1,0,255,255
255,255,254,255,0,255,255,0,254,2,255,255,1,255,255,254
254,255,255,255,0,0,0,2,255,2,252,0,0,254,255,255
255,255,255,255,255,0,0,255,255,0,3,6,252,255,255,252
255,251,255,254,253,0,5,251,251,255,0,2,253,255,255,255
255,255,254,255,255,255,253,255,255,255,250,255,255,255,252,255
252,255,255,251,255,254,255,254,254,251,255,255,255,252,255,253
254,255,252,255,253,255,253,255,255,255,253,254,255,255,255,254
255,255,255,255,255,255,255,255,254,255,255,254,255,255,251,255
