252,253,252,253,255,254,255,255,250,253,252,255,255,255,255,255
252,252,255,255,252,254,252,251,253,252,254,251,255,255,255,255
254,253,253,253,252,252,254,255,251,254,253,254,254,254,254,253
254,253,254,255,254,254,254,248,254,252,252,251,254,254,255,253
255,252,254,251,253,254,251,253,255,249,254,254,253,253,255,254
255,253,254,253,253,222,192,252,253,254,252,252,252,253,254,254
252,255,251,254,255,150,157,252,248,195,238,254,253,252,254,254
254,253,253,252,251,214,122,244,62,83,233,252,252,253,253,253
252,251,251,255,255,161,139,232,0,106,242,255,255,254,255,255
251,254,254,253,251,99,94,140,78,71,220,249,254,255,254,254
252,252,251,251,254,212,60,98,173,125,244,253,254,254,254,255
253,253,254,253,253,255,255,255,198,173,252,255,254,253,255,255
255,255,254,254,253,253,253,254,223,132,229,252,254,254,255,255
255,255,253,254,254,255,253,252,252,251,251,252,254,255,254,255
254,254,253,253,254,254,253,254,253,253,251,251,253,254,255,255
255,255,253,254,255,254,253,252,254,253,254,253,254,253,255,254
