255,254,252,255,253,253,255,254,255,255,254,254,253,255,253,254
254,255,255,252,255,254,255,254,254,252,255,255,255,251,255,255
255,254,253,255,253,254,255,253,255,254,252,254,254,255,255,254
255,254,255,251,255,255,252,255,255,251,255,255,255,253,255,253
253,255,255,252,251,1,255,254,255,255,252,254,255,255,252,255
255,252,255,255,255,0,251,255,255,255,255,0,254,255,254,255
255,255,250,251,255,255,3,254,255,251,255,0,254,255,255,253
255,252,255,255,254,255,0,1,255,255,0,0,255,252,254,255
254,253,255,255,255,255,255,0,0,255,0,0,255,255,255,254
255,255,253,253,253,255,251,255,0,255,2,0,255,252,255,255
251,255,255,255,254,255,254,255,1,0,0,252,255,255,251,255
255,253,249,254,255,253,254,255,254,255,0,255,255,253,255,250
255,255,255,255,253,255,255,251,255,0,1,254,255,254,253,255
255,249,255,252,255,1,0,1,0,3,255,251,255,254,255,254
254,255,253,255,253,251,255,255,253,255,251,255,254,253,255,255
254,255,254,252,255,254,255,254,255,250,255,253,254,255,254,253
