255,253,255,255,253,255,254,255,254,255,255,255,253,255,255,255
251,255,255,253,254,251,255,253,255,254,255,255,255,255,254,255
255,255,253,253,255,255,251,255,254,252,255,255,252,255,251,255
252,253,255,254,255,255,252,255,255,253,255,255,255,255,255,255
255,255,255,253,255,250,255,254,254,255,254,255,255,254,252,253
251,252,252,4,0,0,0,1,1,0,0,0,0,3,255,255
255,255,253,255,255,255,255,251,255,255,254,3,0,253,255,254
254,252,255,254,252,255,254,255,255,252,2,1,255,255,253,255
255,255,255,255,255,254,255,254,0,0,255,255,252,255,253,255
255,255,252,252,255,253,254,0,0,255,253,255,255,255,255,254
255,253,255,255,251,4,0,255,255,251,255,255,252,253,253,254
253,255,255,251,3,0,0,0,0,0,0,0,0,3,2,255
254,255,250,255,255,250,255,255,255,254,254,254,255,252,252,254
254,255,255,253,255,255,255,255,255,255,255,255,252,254,255,254
255,252,253,253,255,253,254,254,255,254,255,255,255,255,255,255
255,254,255,255,252,254,255,255,254,255,255,252,255,252,254,255
