255,255,254,253,255,255,254,255,255,255,255,255,255,254,255,254
255,255,255,255,251,255,255,254,254,255,255,250,255,255,255,255
254,252,255,253,254,254,255,255,255,253,255,255,255,251,253,255
255,255,255,255,255,255,252,254,250,255,255,255,255,255,255,255
252,255,255,0,249,255,255,255,255,255,253,255,255,0,255,253
255,255,254,0,255,255,254,255,0,255,255,255,253,0,255,255
255,255,255,252,0,254,254,255,0,0,254,255,255,4,255,253
255,252,255,254,0,254,255,254,0,1,255,255,255,0,255,255
254,254,255,255,0,251,255,255,3,0,0,255,0,253,255,255
255,255,251,253,255,3,251,0,0,255,2,255,1,255,251,255
254,254,255,254,253,1,255,3,255,253,0,0,0,253,255,254
255,255,255,255,255,2,254,0,255,255,253,255,255,255,253,254
252,255,252,255,253,253,3,0,253,255,255,255,253,254,255,255
255,253,255,255,255,252,255,255,255,253,253,255,254,255,255,251
252,255,255,255,252,255,255,250,255,253,255,255,253,255,255,255
255,255,250,255,255,253,255,255,255,255,255,255,255,255,254,254
