255,254,255,254,255,255,255,255,254,255,252,253,255,253,255,253
255,255,253,255,254,255,253,255,255,253,254,255,254,254,255,255
253,255,255,255,255,253,255,254,254,255,255,255,251,255,255,254
255,255,250,252,255,252,254,254,255,253,255,255,253,255,253,253
253,255,255,253,255,255,254,255,254,255,255,253,1,253,255,255
255,254,254,255,0,0,255,254,255,255,251,2,0,255,250,254
255,251,255,252,255,3,255,254,253,253,255,0,255,253,255,255
255,254,255,253,255,254,0,255,255,255,0,0,254,255,252,255
255,255,255,255,253,254,255,0,255,254,0,255,251,255,255,254
254,255,252,255,255,255,253,0,0,3,0,252,255,255,251,255
255,252,255,253,251,254,255,255,3,1,255,253,255,255,254,255
255,252,253,252,255,254,254,255,0,0,255,255,252,255,255,255
253,255,255,253,255,254,255,255,255,255,253,255,253,255,254,254
255,255,250,255,255,254,255,254,251,255,255,255,255,251,255,254
254,252,255,252,255,252,255,255,255,255,253,255,253,255,254,255
255,255,254,255,254,255,255,253,254,255,255,254,255,252,255,255
