252,251,253,254,254,255,255,255,252,251,253,255,254,254,255,255
254,254,254,252,255,254,252,254,252,255,254,250,255,254,255,254
255,255,255,255,255,254,253,254,253,250,253,254,254,254,255,255
254,254,254,254,253,254,254,255,252,255,255,254,255,254,255,255
254,254,255,252,254,253,252,248,253,250,253,253,254,255,254,255
255,252,253,255,253,252,253,254,226,252,252,255,255,254,254,255
255,254,253,251,255,215,105,22,43,208,253,251,253,254,255,255
255,255,252,253,253,186,180,225,133,232,252,253,253,253,254,253
251,253,251,253,252,252,193,56,222,252,251,253,255,254,255,255
254,252,253,253,253,249,128,91,249,252,251,240,254,253,254,255
254,253,253,254,253,205,35,110,122,107,115,189,253,253,255,255
253,254,254,252,254,217,73,157,248,255,253,254,252,253,253,254
255,255,254,253,254,254,254,254,255,254,254,254,254,254,254,254
255,255,253,254,255,254,253,253,254,254,253,254,254,255,255,254
255,255,254,254,254,255,253,254,255,254,253,254,254,254,254,255
255,255,254,254,255,255,254,254,255,255,254,254,254,255,254,254
