255,255,252,255,253,255,255,253,255,254,252,255,255,254,255,254
255,255,255,254,254,255,255,255,251,255,255,254,252,255,255,255
255,250,255,255,255,255,253,255,255,253,253,255,255,248,255,253
255,255,255,255,252,0,255,255,255,252,255,250,254,255,254,255
253,255,249,255,255,3,253,255,254,255,255,255,252,255,255,255
255,253,255,253,255,0,254,254,252,255,255,255,255,254,254,253
255,253,255,255,250,3,255,255,255,254,254,255,252,255,255,255
255,255,253,0,4,0,0,0,0,255,255,253,255,255,252,255
255,255,255,253,255,0,255,255,255,250,255,254,253,255,255,255
253,253,255,255,253,0,255,252,253,255,254,255,255,255,252,254
255,255,255,252,255,0,255,255,255,255,253,254,255,254,255,255
251,255,255,255,253,3,0,251,253,255,252,255,255,255,255,255
255,254,255,254,255,255,0,3,1,0,4,249,255,254,254,253
254,255,251,255,255,251,255,255,255,252,254,255,255,255,255,255
253,254,255,251,255,255,255,254,251,255,251,253,255,255,255,250
255,255,254,255,255,252,253,255,255,253,255,255,255,254,253,255
