255,254,255,255,255,254,255,254,255,255,254,254,254,255,254,255
255,255,255,255,254,255,255,254,253,255,255,255,255,250,255,254
255,251,255,249,255,255,251,255,255,254,252,255,251,255,255,255
252,255,254,255,255,255,255,252,255,254,255,0,254,255,255,253
253,254,254,2,251,252,255,255,254,255,251,0,255,255,251,255
255,255,252,1,255,255,253,254,255,255,255,1,251,255,254,255
252,253,255,0,255,255,255,253,254,254,254,0,255,255,255,251
255,255,253,2,2,252,254,255,254,255,0,0,255,251,255,255
254,254,255,254,2,0,255,253,255,255,0,0,255,255,255,254
255,255,253,255,253,2,0,255,255,0,2,0,253,255,255,255
253,255,251,255,252,255,1,0,0,255,254,0,255,255,249,255
255,255,255,255,255,253,255,255,255,252,255,0,252,255,255,253
255,252,254,255,251,255,254,254,253,255,255,255,252,254,253,255
253,255,255,252,255,252,255,255,253,254,255,247,255,255,255,255
254,255,255,255,252,255,254,254,253,255,253,255,255,252,255,253
254,255,251,255,255,255,255,255,255,252,255,254,255,254,255,255
